propertyCode,address,url
95741591,Calle Pintor Peiró,https://www.idealista.com/inmueble/95741591/
95738471,Calle de Don Juan de Austria,https://www.idealista.com/inmueble/95738471/
95736076,Avenida de Burjassot,https://www.idealista.com/inmueble/95736076/
95735852,Calle Salvador Perles s/n,https://www.idealista.com/inmueble/95735852/
95735706,barrio El Mercat,https://www.idealista.com/inmueble/95735706/
95735682,"Calle Santa Genoveva Torres, 2",https://www.idealista.com/inmueble/95735682/
95733247,Calle de Vicent Sancho Tello,https://www.idealista.com/inmueble/95733247/
94779007,Calle Don Juan de Austria,https://www.idealista.com/inmueble/94779007/
94210159,"Calle del Comte d'Altea, 34",https://www.idealista.com/inmueble/94210159/
92070684,barrio Sant Francesc,https://www.idealista.com/inmueble/92070684/
91943309,Paseo Serra d 'Espadá,https://www.idealista.com/inmueble/91943309/
91755682,Plaza Poeta Badenes,https://www.idealista.com/inmueble/91755682/
91237308,barrio Gran Vía,https://www.idealista.com/inmueble/91237308/
89727388,barrio Sant Francesc,https://www.idealista.com/inmueble/89727388/
95668208,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95668208/
95659700,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95659700/
95654534,barrio Malilla,https://www.idealista.com/inmueble/95654534/
95614955,barrio La Seu,https://www.idealista.com/inmueble/95614955/
95568845,barrio En Corts,https://www.idealista.com/inmueble/95568845/
95568276,barrio La Petxina,https://www.idealista.com/inmueble/95568276/
95543183,Calle Periodista Badía,https://www.idealista.com/inmueble/95543183/
95525691,Calle de la Reina,https://www.idealista.com/inmueble/95525691/
95760185,barrio Ciutat Fallera,https://www.idealista.com/inmueble/95760185/
93170044,Avenida Real de Madrid,https://www.idealista.com/inmueble/93170044/
95715217,barrio Penya-Roja,https://www.idealista.com/inmueble/95715217/
95207292,Calle Escultor José Capuz,https://www.idealista.com/inmueble/95207292/
89289756,Calle de la Sénia,https://www.idealista.com/inmueble/89289756/
95720720,Calle de Trinitarios,https://www.idealista.com/inmueble/95720720/
95733267,"Gran Vía del Marqués del Turia, 4",https://www.idealista.com/inmueble/95733267/
95732381,Calle Molinell,https://www.idealista.com/inmueble/95732381/
95694356,"Calle Santiago Rusiñol, 26",https://www.idealista.com/inmueble/95694356/
34117979,"Avenida del doctor waksman, 35",https://www.idealista.com/inmueble/34117979/
91980532,Sedavi,https://www.idealista.com/inmueble/91980532/
35017601,"Avenida jacinto benavente, 5",https://www.idealista.com/inmueble/35017601/
95596194,Calle de la Reina,https://www.idealista.com/inmueble/95596194/
95593845,Calle de Colón,https://www.idealista.com/inmueble/95593845/
95593562,Paseo Alameda,https://www.idealista.com/inmueble/95593562/
95560332,Calle Arquitecto Alfaro s/n,https://www.idealista.com/inmueble/95560332/
95515474,Calle de Just Vilar,https://www.idealista.com/inmueble/95515474/
91709217,Gran Via del Marqués del Túria,https://www.idealista.com/inmueble/91709217/
95495798,Calle de Ciscar,https://www.idealista.com/inmueble/95495798/
95235390,jeronima gales,https://www.idealista.com/inmueble/95235390/
89890085,"San Martín, 7",https://www.idealista.com/inmueble/89890085/
90132883,"Avenida de les Corts Valencianes, 46",https://www.idealista.com/inmueble/90132883/
89891542,"Ribera, 13",https://www.idealista.com/inmueble/89891542/
93832407,ernesto anastacio,https://www.idealista.com/inmueble/93832407/
90132879,"Avenida de les Corts Valencianes, 46",https://www.idealista.com/inmueble/90132879/
39254167,Calle de la Cruz Roja,https://www.idealista.com/inmueble/39254167/
95740814,Paseo alameda,https://www.idealista.com/inmueble/95740814/
95107042,"Calle del Almirante Cadarso, 30",https://www.idealista.com/inmueble/95107042/
95732932,Pedro Cabanes,https://www.idealista.com/inmueble/95732932/
95732721,Calle Carrícola,https://www.idealista.com/inmueble/95732721/
95644068,"TAPINERIA, 6",https://www.idealista.com/inmueble/95644068/
95614656,Calle de Salvador Pau s/n,https://www.idealista.com/inmueble/95614656/
94437477,Calle de Xàtiva,https://www.idealista.com/inmueble/94437477/
95517007,Calle Pintor Pascual Capuz,https://www.idealista.com/inmueble/95517007/
94318830,Calle del mar,https://www.idealista.com/inmueble/94318830/
95427818,Calle Arquitecto Alfaro,https://www.idealista.com/inmueble/95427818/
95427410,"Calle de l'Hospital, 22",https://www.idealista.com/inmueble/95427410/
95414951,Paseo de la Alameda,https://www.idealista.com/inmueble/95414951/
95385238,barrio Russafa,https://www.idealista.com/inmueble/95385238/
95166059,Carricola,https://www.idealista.com/inmueble/95166059/
94942347,Calle de Pere Aleixandre,https://www.idealista.com/inmueble/94942347/
93512229,Avenida del Mestre Rodrigo,https://www.idealista.com/inmueble/93512229/
95756312,Av. del Cid,https://www.idealista.com/inmueble/95756312/
95752523,barrio Penya-Roja,https://www.idealista.com/inmueble/95752523/
95741733,Calle Pintor Peiró,https://www.idealista.com/inmueble/95741733/
88608099,Calle Mayor Nazaret,https://www.idealista.com/inmueble/88608099/
95645862,barrio En Corts,https://www.idealista.com/inmueble/95645862/
94198529,Calle del Conde de Montornes,https://www.idealista.com/inmueble/94198529/
95619368,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95619368/
95619143,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95619143/
95587806,Calle d'Ernest Anastasio,https://www.idealista.com/inmueble/95587806/
95587748,Calle ESCULTOR JOSÉ CAPUZ,https://www.idealista.com/inmueble/95587748/
95581635,barrio Benimaclet,https://www.idealista.com/inmueble/95581635/
95568406,"Calle Avellanas, 11",https://www.idealista.com/inmueble/95568406/
95568088,Calle de la Reina,https://www.idealista.com/inmueble/95568088/
95558572,barrio Campanar,https://www.idealista.com/inmueble/95558572/
95512761,barrio El Grau,https://www.idealista.com/inmueble/95512761/
95511499,Gran Via del Marqués del Túria,https://www.idealista.com/inmueble/95511499/
86642069,CIUDAD GRAN TURIA s/n,https://www.idealista.com/inmueble/86642069/
95334480,"CID, 110",https://www.idealista.com/inmueble/95334480/
95285806,"Calle Amador Martínez Rochína, 2",https://www.idealista.com/inmueble/95285806/
95261682,"Calle Santa Genoveva Torres, 2",https://www.idealista.com/inmueble/95261682/
95133031,Calle de l'Hedra,https://www.idealista.com/inmueble/95133031/
83878932,"Los Angeles, 87",https://www.idealista.com/inmueble/83878932/
94674793,Avenida del Puerto,https://www.idealista.com/inmueble/94674793/
94311737,Paseo Sierra Espadán s/n,https://www.idealista.com/inmueble/94311737/
83416192,"Calle Poeta Llombart, 4",https://www.idealista.com/inmueble/83416192/
94155298,"la paz, 16",https://www.idealista.com/inmueble/94155298/
36221589,"Calle del Peu de la Creu, 9",https://www.idealista.com/inmueble/36221589/
35563634,"Pie de la Cruz, 9",https://www.idealista.com/inmueble/35563634/
85567862,Avenida Mare Nostrum,https://www.idealista.com/inmueble/85567862/
81458321,"ARQUITECTO LUCINI, 20",https://www.idealista.com/inmueble/81458321/
95734874,Calle de Sant Jacint,https://www.idealista.com/inmueble/95734874/
95734271,barrio Sant Francesc,https://www.idealista.com/inmueble/95734271/
95723412,La Patacona,https://www.idealista.com/inmueble/95723412/
95722961,barrio Aiora,https://www.idealista.com/inmueble/95722961/
95721825,barrio Sant Llorenç,https://www.idealista.com/inmueble/95721825/
95721517,barrio Ciutat Fallera,https://www.idealista.com/inmueble/95721517/
95720845,barrio Ciutat Fallera,https://www.idealista.com/inmueble/95720845/
95686420,Calle La Olivereta,https://www.idealista.com/inmueble/95686420/
95676355,Calle de la Marina Baixa,https://www.idealista.com/inmueble/95676355/
95660463,santa clara,https://www.idealista.com/inmueble/95660463/
95600342,Calle de Matías Perelló,https://www.idealista.com/inmueble/95600342/
37373014,Calle de la Serra Martés,https://www.idealista.com/inmueble/37373014/
95551486,Santa Clara,https://www.idealista.com/inmueble/95551486/
95465127,barrio Mestalla,https://www.idealista.com/inmueble/95465127/
95429041,Calle Molinell,https://www.idealista.com/inmueble/95429041/
95406765,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95406765/
95371029,Calle Historiador Diago,https://www.idealista.com/inmueble/95371029/
95308715,barrio En Corts,https://www.idealista.com/inmueble/95308715/
95220217,Calle de Santa Genoveva Torres,https://www.idealista.com/inmueble/95220217/
95096672,barrio El Mercat,https://www.idealista.com/inmueble/95096672/
94959175,Calle del Conde de Altea,https://www.idealista.com/inmueble/94959175/
94893436,barrio Playa de la Malvarrosa,https://www.idealista.com/inmueble/94893436/
94686973,barrio El Mercat,https://www.idealista.com/inmueble/94686973/
94605965,barrio La Petxina,https://www.idealista.com/inmueble/94605965/
94310256,barrio Albors,https://www.idealista.com/inmueble/94310256/
93806401,barrio La Seu,https://www.idealista.com/inmueble/93806401/
93203944,Calle Salinas s/n,https://www.idealista.com/inmueble/93203944/
93235118,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/93235118/
93209925,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/93209925/
93178062,Calle del Pare Lluís Navarro,https://www.idealista.com/inmueble/93178062/
92792991,barrio Les Tendetes,https://www.idealista.com/inmueble/92792991/
95706371,barrio Benimaclet,https://www.idealista.com/inmueble/95706371/
95660051,barrio Exposició,https://www.idealista.com/inmueble/95660051/
95658745,barrio Exposició,https://www.idealista.com/inmueble/95658745/
95653578,Benimàmet,https://www.idealista.com/inmueble/95653578/
95633152,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95633152/
95632848,barrio Penya-Roja,https://www.idealista.com/inmueble/95632848/
95596188,barrio Benimaclet,https://www.idealista.com/inmueble/95596188/
95703586,barrio En Corts,https://www.idealista.com/inmueble/95703586/
93483238,Calle de Salvador Giner,https://www.idealista.com/inmueble/93483238/
87471708,Denia,https://www.idealista.com/inmueble/87471708/
95749908,Avenida Gregorio Gea,https://www.idealista.com/inmueble/95749908/
95733946,Calle los Naranjos,https://www.idealista.com/inmueble/95733946/
95727706,Calle d'Olimpia Arozena Torres,https://www.idealista.com/inmueble/95727706/
95727577,Paseo de l'Albereda,https://www.idealista.com/inmueble/95727577/
95726732,Avenida de la Malva-Rosa,https://www.idealista.com/inmueble/95726732/
95693370,Calle de Carme Crespo,https://www.idealista.com/inmueble/95693370/
92760464,Calle de Xàtiva,https://www.idealista.com/inmueble/92760464/
95632568,Calle de les Illes Canàries,https://www.idealista.com/inmueble/95632568/
92961519,Calle de Josep Benlliure,https://www.idealista.com/inmueble/92961519/
95620449,Avenida d'Amado Granell Mesado,https://www.idealista.com/inmueble/95620449/
95614155,Avenida d'Ausiàs March,https://www.idealista.com/inmueble/95614155/
90114143,Plaza Jaca,https://www.idealista.com/inmueble/90114143/
88190623,"Avenida de França, 55",https://www.idealista.com/inmueble/88190623/
95573014,Calle Explorador Andrés,https://www.idealista.com/inmueble/95573014/
95388603,Calle d'En Colom,https://www.idealista.com/inmueble/95388603/
92027980,Avenida de la Plata,https://www.idealista.com/inmueble/92027980/
95265701,Calle de la Llanterna,https://www.idealista.com/inmueble/95265701/
95171106,Calle de Pedro Cabanes,https://www.idealista.com/inmueble/95171106/
95093890,Calle Santa Genoveva Torres,https://www.idealista.com/inmueble/95093890/
94422420,Calle de Borriana,https://www.idealista.com/inmueble/94422420/
94269304,"Avenida de Peris i Valero, 54",https://www.idealista.com/inmueble/94269304/
94045603,"Avenida Hermanos Maristas, 28",https://www.idealista.com/inmueble/94045603/
93286367,"Calle Padre Huérfanos, 4",https://www.idealista.com/inmueble/93286367/
93132353,"Calle Jorge Juan, 14",https://www.idealista.com/inmueble/93132353/
706709,"Calle Pie de la Cruz, 7",https://www.idealista.com/inmueble/706709/
95721367,Calle blanquerias,https://www.idealista.com/inmueble/95721367/
86971676,Calle Ruaya,https://www.idealista.com/inmueble/86971676/
95672494,Calle de la Democracia,https://www.idealista.com/inmueble/95672494/
95618033,Calle Felipe Vives Cañamás,https://www.idealista.com/inmueble/95618033/
95527170,cuba,https://www.idealista.com/inmueble/95527170/
95489598,Calle de Vicent Sancho Tello,https://www.idealista.com/inmueble/95489598/
93573334,Arquitecto Alfaro,https://www.idealista.com/inmueble/93573334/
95421095,barrio El Carme,https://www.idealista.com/inmueble/95421095/
95338288,Avenida Mare Nostrum,https://www.idealista.com/inmueble/95338288/
25247817,"Calle Viver, 25",https://www.idealista.com/inmueble/25247817/
90114796,Calle dels Jofrens,https://www.idealista.com/inmueble/90114796/
95170324,Calle del Progrés,https://www.idealista.com/inmueble/95170324/
94907698,barrio Nou Moles,https://www.idealista.com/inmueble/94907698/
94504816,barrio Soternes,https://www.idealista.com/inmueble/94504816/
93941708,barrio La Petxina,https://www.idealista.com/inmueble/93941708/
93896864,barrio El Mercat,https://www.idealista.com/inmueble/93896864/
93709904,Calle Conde de Salvatierra,https://www.idealista.com/inmueble/93709904/
87026121,bailen,https://www.idealista.com/inmueble/87026121/
89112698,Calle del Poeta Llombart,https://www.idealista.com/inmueble/89112698/
90560508,Calle Berenguer Montoliu,https://www.idealista.com/inmueble/90560508/
89425470,"Calle San Vicente Martír, 35",https://www.idealista.com/inmueble/89425470/
89131459,barrio Aiora,https://www.idealista.com/inmueble/89131459/
95757600,barrio Trinitat,https://www.idealista.com/inmueble/95757600/
95515265,barrio Gran Vía,https://www.idealista.com/inmueble/95515265/
88817181,barrio La Xerea,https://www.idealista.com/inmueble/88817181/
95711992,barrio Malilla,https://www.idealista.com/inmueble/95711992/
40258916,barrio Arrancapins,https://www.idealista.com/inmueble/40258916/
95627952,barrio Sant Pau,https://www.idealista.com/inmueble/95627952/
95621234,"Calle Editor Manuel Aguilar, El Mercat",https://www.idealista.com/inmueble/95621234/
95603207,Calle de la Reina,https://www.idealista.com/inmueble/95603207/
95593914,Calle de Suīssa,https://www.idealista.com/inmueble/95593914/
95591042,Avenida d'Ausiàs March,https://www.idealista.com/inmueble/95591042/
95590989,Calle de Josep Benlliure,https://www.idealista.com/inmueble/95590989/
95588550,Calle de Carme Crespo,https://www.idealista.com/inmueble/95588550/
95587106,Avenida Ausiás March,https://www.idealista.com/inmueble/95587106/
95570880,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95570880/
92156499,Av. del Cid,https://www.idealista.com/inmueble/92156499/
95543417,BENICARLO,https://www.idealista.com/inmueble/95543417/
91353889,Calle Archena,https://www.idealista.com/inmueble/91353889/
91219135,Calle de la Reina,https://www.idealista.com/inmueble/91219135/
95505317,barrio La Roqueta,https://www.idealista.com/inmueble/95505317/
95474882,Hospital,https://www.idealista.com/inmueble/95474882/
95383665,Calle de Bernat Descoll,https://www.idealista.com/inmueble/95383665/
94861026,Calle del Músic Peydró,https://www.idealista.com/inmueble/94861026/
28046282,Avenida Blasco Ibañez,https://www.idealista.com/inmueble/28046282/
94596787,MARINA ALTA,https://www.idealista.com/inmueble/94596787/
95265996,Calle Rodrigo de Pertegás,https://www.idealista.com/inmueble/95265996/
94092638,Calle del Matemàtico Marzal,https://www.idealista.com/inmueble/94092638/
91110829,Calle Doctor Juan José Dómine,https://www.idealista.com/inmueble/91110829/
82099745,Avenida Novelista Vicente Blasco Ibáñez,https://www.idealista.com/inmueble/82099745/
81568367,Mare Nostrum,https://www.idealista.com/inmueble/81568367/
38440493,Calle de cavite,https://www.idealista.com/inmueble/38440493/
36656937,Avenida Mare Nostrum,https://www.idealista.com/inmueble/36656937/
95744779,Cardenal Benlloch,https://www.idealista.com/inmueble/95744779/
95710132,Avenida de Francia,https://www.idealista.com/inmueble/95710132/
95655381,Calle Micer Mascó s/n,https://www.idealista.com/inmueble/95655381/
95627727,barrio Nou Moles,https://www.idealista.com/inmueble/95627727/
95557909,Calle del Mestre Sosa,https://www.idealista.com/inmueble/95557909/
95556796,"Calle de la Marina Alta, 10",https://www.idealista.com/inmueble/95556796/
92961843,barrio La Vega Baixa,https://www.idealista.com/inmueble/92961843/
95443468,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95443468/
95432631,barrio El Cabanyal-El Canyamelar,https://www.idealista.com/inmueble/95432631/
95394451,barrio Nou Benicalap,https://www.idealista.com/inmueble/95394451/
95290261,barrio El Carme,https://www.idealista.com/inmueble/95290261/
94812528,barrio El Botànic,https://www.idealista.com/inmueble/94812528/
94573122,barrio La Seu,https://www.idealista.com/inmueble/94573122/
93468717,barrio La Roqueta,https://www.idealista.com/inmueble/93468717/
93468716,barrio La Roqueta,https://www.idealista.com/inmueble/93468716/
91690232,barrio El Carme,https://www.idealista.com/inmueble/91690232/
89090584,barrio El Grau,https://www.idealista.com/inmueble/89090584/
95758939,Calle de Pepita,https://www.idealista.com/inmueble/95758939/
95735326,Barracas,https://www.idealista.com/inmueble/95735326/
95098769,Calle del Almirante Cadarso,https://www.idealista.com/inmueble/95098769/
95728176,Calle de l'Hospital,https://www.idealista.com/inmueble/95728176/
95726084,Calle de Don Juan de Austria,https://www.idealista.com/inmueble/95726084/
95689662,"Calle de la Marina, 3",https://www.idealista.com/inmueble/95689662/
95648051,Jativa,https://www.idealista.com/inmueble/95648051/
95600581,barrio Mestalla,https://www.idealista.com/inmueble/95600581/
95597748,Calle de l'Escultor José Capuz,https://www.idealista.com/inmueble/95597748/
38232477,"Calle de ciscar, 27",https://www.idealista.com/inmueble/38232477/
95540304,"Calle Marina Alta, 4",https://www.idealista.com/inmueble/95540304/
88065871,barrio Sant Pau,https://www.idealista.com/inmueble/88065871/
95500504,barrio Sant Pau,https://www.idealista.com/inmueble/95500504/
95499468,Calle de l'Escultor José Capuz,https://www.idealista.com/inmueble/95499468/
95495338,Calle de Platero Suarez,https://www.idealista.com/inmueble/95495338/
95489255,CREU ROJA s/n,https://www.idealista.com/inmueble/95489255/
95483739,Plaza Comunión de San Juan s/n,https://www.idealista.com/inmueble/95483739/
95468836,"Calle de Pelai, 17",https://www.idealista.com/inmueble/95468836/
95264251,"Cartagena, 5",https://www.idealista.com/inmueble/95264251/
85974388,"Vicente Sancho Tello, 19",https://www.idealista.com/inmueble/85974388/
95753079,barrio L'Hort de Senabre,https://www.idealista.com/inmueble/95753079/
95747604,Calle Rodrigo de Pertegás,https://www.idealista.com/inmueble/95747604/
95741707,"Calle Montesa, 9",https://www.idealista.com/inmueble/95741707/
95711138,WAKSMAN,https://www.idealista.com/inmueble/95711138/
95675019,Calle Reverendo R Tramoyeres,https://www.idealista.com/inmueble/95675019/
93676738,"Avenida de las Cortes Valencianas, 26",https://www.idealista.com/inmueble/93676738/
95627453,Calle del Mur de Santa Anna,https://www.idealista.com/inmueble/95627453/
95596138,"Calle Palau, 7",https://www.idealista.com/inmueble/95596138/
95551878,Calle CENTRO COMERCIAL GRAN TURIA,https://www.idealista.com/inmueble/95551878/
95512158,"Calle Palau, 7",https://www.idealista.com/inmueble/95512158/
36568059,"Calle de Ripalda, 32",https://www.idealista.com/inmueble/36568059/
95448538,Calle del Progrés,https://www.idealista.com/inmueble/95448538/
95409350,Calle dels Cavallers,https://www.idealista.com/inmueble/95409350/
94797185,"Calle de la Reina, 83",https://www.idealista.com/inmueble/94797185/
95301029,Calle d'Alzira,https://www.idealista.com/inmueble/95301029/
95288292,Calle del Doctor Lluch,https://www.idealista.com/inmueble/95288292/
91759956,Calle del Pare Lluís Navarro,https://www.idealista.com/inmueble/91759956/
94922416,Paseo Serra d 'Espadá,https://www.idealista.com/inmueble/94922416/
94789232,Avenida de la Malva-Rosa,https://www.idealista.com/inmueble/94789232/
94777934,Calle dels Cavallers,https://www.idealista.com/inmueble/94777934/
94694481,Avenida de la Malva-Rosa,https://www.idealista.com/inmueble/94694481/
94313951,Calle d'Antoni Reig i Ventura,https://www.idealista.com/inmueble/94313951/
94098426,Calle Jorge Juan,https://www.idealista.com/inmueble/94098426/
94050105,Calle de l'Hort de Sant Valeri,https://www.idealista.com/inmueble/94050105/
93304615,Calle Santa Genoveva Torres,https://www.idealista.com/inmueble/93304615/
93176793,Calle del Pare Lluís Navarro,https://www.idealista.com/inmueble/93176793/
92851757,Avenida Mare Nostrum,https://www.idealista.com/inmueble/92851757/
90553030,Calle de Méndez Núñez,https://www.idealista.com/inmueble/90553030/
88278274,Paseo Serra d 'Espadá,https://www.idealista.com/inmueble/88278274/
86742165,Calle Cirilo Amorós,https://www.idealista.com/inmueble/86742165/
86718014,Colón,https://www.idealista.com/inmueble/86718014/
95756131,barrio Mestalla,https://www.idealista.com/inmueble/95756131/
95678223,Avenida de Burjassot,https://www.idealista.com/inmueble/95678223/
95654855,Calle de Balmes,https://www.idealista.com/inmueble/95654855/
95618985,Blasco Ibañez,https://www.idealista.com/inmueble/95618985/
95524120,Avenida de Burjassot,https://www.idealista.com/inmueble/95524120/
92035469,Calle de l'Arquitecte Alfaro,https://www.idealista.com/inmueble/92035469/
95375128,Calle ANTONI REIG I VENTURA,https://www.idealista.com/inmueble/95375128/
95347958,Calle del Cura Planelles,https://www.idealista.com/inmueble/95347958/
95350270,Olimpia Arozena Torres,https://www.idealista.com/inmueble/95350270/
95318700,Calle dels Adreçadors,https://www.idealista.com/inmueble/95318700/
95121293,Calle del Literat Gabriel Miró,https://www.idealista.com/inmueble/95121293/
94836832,Calle Abén al Abbar,https://www.idealista.com/inmueble/94836832/
94554876,Archiduque Carlos,https://www.idealista.com/inmueble/94554876/
94180479,Calle de Pérez Pujol,https://www.idealista.com/inmueble/94180479/
93204538,Calle Calderón de la Barca,https://www.idealista.com/inmueble/93204538/
91610708,Avenida del Cardenal Benlloch,https://www.idealista.com/inmueble/91610708/
95760179,barrio Morvedre,https://www.idealista.com/inmueble/95760179/
95731588,barrio La Vega Baixa,https://www.idealista.com/inmueble/95731588/
95659795,barrio Albors,https://www.idealista.com/inmueble/95659795/
95621182,Calle Pere Cabanes,https://www.idealista.com/inmueble/95621182/
95573398,ALCALDE ALBORS,https://www.idealista.com/inmueble/95573398/
95398892,Calle de Alboraya,https://www.idealista.com/inmueble/95398892/
94415028,Maestro Sosa,https://www.idealista.com/inmueble/94415028/
94323522,Calle Poeta Artola,https://www.idealista.com/inmueble/94323522/
39691931,barrio El Mercat,https://www.idealista.com/inmueble/39691931/
95752823,barrio Morvedre,https://www.idealista.com/inmueble/95752823/
89731792,La Constitución - Canaleta,https://www.idealista.com/inmueble/89731792/
95624997,barrio Mont-Olivet,https://www.idealista.com/inmueble/95624997/
95623515,barrio La Creu del Grau,https://www.idealista.com/inmueble/95623515/
92481976,"Calle Barraca, 163",https://www.idealista.com/inmueble/92481976/
95613072,"Rubén Vela, 74",https://www.idealista.com/inmueble/95613072/
95594411,Calle de Don Juan de Austria,https://www.idealista.com/inmueble/95594411/
95583431,Calle Alfahuir,https://www.idealista.com/inmueble/95583431/
95572805,"Calle Filipinas, 13",https://www.idealista.com/inmueble/95572805/
95546630,barrio Patraix,https://www.idealista.com/inmueble/95546630/
95543630,barrio Nou Campanar,https://www.idealista.com/inmueble/95543630/
95395755,"Calle Escultor Jose Capuz, 3",https://www.idealista.com/inmueble/95395755/
95378060,Calle dels Sants Just i Pastor,https://www.idealista.com/inmueble/95378060/
95695653,Calle Carmen Crespo,https://www.idealista.com/inmueble/95695653/
95695101,GIBRALTAR,https://www.idealista.com/inmueble/95695101/
95619832,barrio La Seu,https://www.idealista.com/inmueble/95619832/
95679327,barrio El Pilar,https://www.idealista.com/inmueble/95679327/
95670950,Calle de l'Hospital,https://www.idealista.com/inmueble/95670950/
83110818,barrio Nou Moles,https://www.idealista.com/inmueble/83110818/
95665702,País Valenciá,https://www.idealista.com/inmueble/95665702/
95653848,Calle de Conchita Piquer,https://www.idealista.com/inmueble/95653848/
95648810,Calle Brasil,https://www.idealista.com/inmueble/95648810/
95648365,Calle de Berni y Català,https://www.idealista.com/inmueble/95648365/
95616617,"Pechina, 66",https://www.idealista.com/inmueble/95616617/
95557795,Calle Salvador Giner,https://www.idealista.com/inmueble/95557795/
95498873,Calle la Guardia Civil,https://www.idealista.com/inmueble/95498873/
95437324,"Avenida de Francia, 55",https://www.idealista.com/inmueble/95437324/
95431375,barrio La Llum,https://www.idealista.com/inmueble/95431375/
95428178,Calle de l'Hospital,https://www.idealista.com/inmueble/95428178/
37293507,"Calle del mar, 5",https://www.idealista.com/inmueble/37293507/
95382420,"Calle Escultor José Capuz, 10",https://www.idealista.com/inmueble/95382420/
86289934,Calle de Don Juan de Austria,https://www.idealista.com/inmueble/86289934/
95214462,Calle del Triador,https://www.idealista.com/inmueble/95214462/
95200218,barrio En Corts,https://www.idealista.com/inmueble/95200218/
39431179,barrio Mestalla,https://www.idealista.com/inmueble/39431179/
95168852,Calle del Doctor Gil i Morte,https://www.idealista.com/inmueble/95168852/
94963074,barrio Vara de Quart,https://www.idealista.com/inmueble/94963074/
85139820,"Calle de las Monjas de Santa Catalina, Valencia s/n Valencia",https://www.idealista.com/inmueble/85139820/
