propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,parkingSpace,newDevelopmentFinished
95443468,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/ec/ee/918550823.jpg,W-02MRXB,1,bj,1500,flat,rent,60,True,1,1,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4728383,-0.3322425,False,https://www.idealista.com/inmueble/95443468/,3866,"Apartamento de diseño en El Cabañal En una de las zonas más vanguardistas de la ciudad de Valencia, encontramos este magnífico apartamento de reciente construcción. Cuenta con equipamiento completo y una exclusiva decoración para una agradable inolvidable estancia cercana al mar, junto con una de las mayores ofertas de ocio y gastronomía de la ciudad. Un baño completo, cocina totalmente equipada con electrodomésticos. Cuenta con dos balcones con orientación este, perfectos para disfrutar todo el año. No dude en contactarnos para organizar una visita, estaremos encantados de atenderle. La zona de El Cabañal, recientemente renovada, está situada junto a la playa de la Malvarrosa, ya que antes eran todas casas tradicionales de pescadores. Hoy en día, cuenta con un agradable paseo marítimo, una playa muy tranquila de arena blanca y todo tipo de instalaciones de ocio, como restaurantes, bares, tiendas, supermercados, etc. Está muy bien comunicada por autobús o tranvía con el centro de la ciudad. Una oportunidad única para establecer su hogar en un lugar cercano a la playa con todos los servicios necesarios.",False,good,False,1.0,25,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,,
95432631,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/e3/ed/918273243.jpg,W-02MRX9,2,bj,1500,flat,rent,50,True,1,1,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4705383,-0.3331425,False,https://www.idealista.com/inmueble/95432631/,3785,"Apartamento de diseño en El Cabañal En una de las zonas más vanguardistas de la ciudad de Valencia, encontramos este magnífico apartamento de reciente construcción. Cuenta con equipamiento completo y una exclusiva decoración para una agradable inolvidable estancia cercana al mar, junto con una de las mayores ofertas de ocio y gastronomía de la ciudad. Un baño completo, cocina totalmente equipada con electrodomésticos. Cuenta con dos balcones con orientación este, perfectos para disfrutar todo el año. No dude en contactarnos para organizar una visita, estaremos encantados de atenderle. La zona de El Cabañal, recientemente renovada, está situada junto a la playa de la Malvarrosa, ya que antes eran todas casas tradicionales de pescadores. Hoy en día, cuenta con un agradable paseo marítimo, una playa muy tranquila de arena blanca y todo tipo de instalaciones de ocio, como restaurantes, bares, tiendas, supermercados, etc. Está muy bien comunicada por autobús o tranvía con el centro de la ciudad. Una oportunidad única para establecer su hogar en un lugar cercano a la playa con todos los servicios necesarios.",False,good,False,0.0,30,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,,
95394451,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/5b/27/924183591.jpg,22-60755,38,bj,840,flat,rent,88,True,2,2,barrio Nou Benicalap,València,València,Benicalap,es,Nou Benicalap,39.4940397,-0.3879106,False,https://www.idealista.com/inmueble/95394451/,2707,"GRUPO 90 INMOBILIARIAS Ofrece una bonita y coqueta vivienda que consta de unos 88 mts. de superficie y 12 m de terraza. Dispone de 2 habitaciones, cocina totalmente equipada (horno, lavadora, lavavajillas, nevera, microondas y horno), 2 cuartos de baño (uno con bañera y otro con ducha) y un amplio salón – comedor. El piso está amueblado con muebles de alta calidad. Toda la casa cuenta con aire acondicionado y calefacción por conductos, las habitaciones con armarios empotrados forrados y con cajones y suelo de mármol.  El Residencial cuenta con servicio de portería y seguridad las 24 horas del día, zona de juegos infantiles, pista de pádel y piscina.  Piso en Valencia, ubicado en residencial del “Nou Benicalap”, junto a la M-30 de la Ronda Norte. Zona bien comunicada, con diferentes líneas de autobús y tranvía muy próximos. Todo tipo de comercios (panadería, supermercados, farmacia…. ), Polideportivo Público, Gimnasio Atalanta cerca de la vivienda y Centros comerciales.",True,good,False,1.0,10,{'typology': 'flat'},"{'subtitle': 'Nou Benicalap, València', 'title': 'Piso'}",False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
95290261,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/c3/ff/915559173.jpg,RA0009721,28,5,960,duplex,rent,80,True,2,2,barrio El Carme,València,València,Ciutat Vella,es,El Carme,39.4763912,-0.3805694,False,https://www.idealista.com/inmueble/95290261/,651,"Exquisito ático dúplex de dos habitaciones, ático recién reformado de 80M2 distribuidos de la siguiente manera; amplia entrada nos da paso al espacioso salón-comedor, cocina y un aseo. La cocina es integral y tiene todos los electrodomésticos, las escaleras nos llevan a la segunda planta donde se encuentran las habitaciones y un baño con ducha, las habitaciones son dobles y hay armarios. La vivienda tiene techos altos con vigas, suelos de parquet, los materiales y acabados en los baños y cocina son de primeras calidades, la vivienda se alquila amueblada, y además hay una amplia terraza. La finca tiene ascensor y videoportero. Ubicado en una de las zonas más tranquilas del carmen, a pasos de sitios históricos, universidades, tiendas, restaurantes y mucho más. Llámenos estaremos encantados de mostrarle este fabuloso duplex.",False,good,False,0.0,12,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'El Carme, València', 'title': 'Dúplex'}",False,False,False,False,False,,
94812528,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/75/89/898698433.jpg,CU865AL,32,4,750,flat,rent,95,True,2,2,barrio El Botànic,València,València,Extramurs,es,El Botànic,39.4773004,-0.38567579999999996,False,https://www.idealista.com/inmueble/94812528/,998,"Piso en alquiler en Ciutat Vella, en la calle Quart, al lado de las Torres de Quart. Gran oportunidad de alquiler en el centro de Valencia. Se trata de una cuarta altura, de aproximadamente 95 metros cuadrados construidos y 87 metros cuadrados útiles, distribuidos en 2 habitaciones, 1 baño, 1 aseo, comedor, cocina. Se encuentra vacio. ¡Gran oportunidad de alquiler! ¡Alquiler interesante! Llave Maestra Red Inmobiliaria. Referencia del inmueble cu865al[IW].",False,good,False,1.0,8,{'typology': 'flat'},"{'subtitle': 'El Botànic, València', 'title': 'Piso'}",False,False,False,False,False,,
94573122,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/09/5d/892342892.jpg,VALR29901,41,,1600,flat,rent,55,True,1,1,barrio La Seu,València,València,Ciutat Vella,es,La Seu,39.47374,-0.3747373,False,https://www.idealista.com/inmueble/94573122/,361,"La vivienda se ubica en un edificio singular en el barrio de Sant Francesc.  Con una reforma a estrenar, el inmueble presenta calidades de lujo tanto en materiales como en mobiliario.  Dispone de un dormitorio doble con baño privado y un amplio vestidor. La cocina, equipada con electrodomésticos, está abierta al salón-comedor, creando un espacio de aproximadamente 27 m² útiles. Esta estancia ofrece acceso a dos balcones.  La vivienda cuenta con sistema de calefacción frío-calor por conductos y se ofrece amueblada con mobiliario de alta gama a estrenar.",False,good,False,1.0,29,{'typology': 'flat'},"{'subtitle': 'La Seu, València', 'title': 'Piso'}",False,False,False,False,False,,
93468717,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/64/a2/873840267.jpg,V968,26,1,1300,flat,rent,93,False,3,2,barrio La Roqueta,València,València,Extramurs,es,La Roqueta,39.4672267,-0.3776517,False,https://www.idealista.com/inmueble/93468717/,434,"Referencia V968    Dispo&nible Alquila Bonito piso con reforma a estrenar en zona Estación de Nord, para entrar ya! Si por trabajo, estudio o por el placer de vivir en el centro de Valencia con todos los servicios y la movida nocturna a metros de ti, éste es tu hogar. Increíble piso orientado al este-oeste, amplio y luminoso salón comedor con cocina integrada, tres dormitorios, el principal con bañera y un segundo baño completo con plato de ducha, cuarto de lavado con termo eléctrico e instalación para lavadora y gran terraza. Calidades y terminaciones de primera, suelo de parque, ventanas climalit blancas, solo las de la fachada son de madera por disposición de urbanismo, aire acondicionado frio. calor por conductos, electicidad y fontanería nuevo, bigas de madera para conservar el estilo rústico de la vivienda. Finca totalmente rehabilitada y con ascensor. La vivienda se alquila sin muebles, cocina con horno, vitrocerámica y microondas.  Transporte tren, autobuses, metro, supermercados, grandes tiendas, es que lo tienes todo. Ven a verlo, estaremos encantados de atenderte.  Imprescindible contrato de trabajo fijo, presentar nóminas, se pasará seguro de impago. NO MASCOTAS.  Gastos de comunidad incluídos en el precio   . Nota: En el precio de la vivienda no están incluidos los honorarios de agencia, gastos de compraventa y/o financiación.  Este anuncio no es vinculante, puede contener errores, se muestra a titulo informativo y no contractual. "".",False,good,False,1.0,14,{'typology': 'flat'},"{'subtitle': 'La Roqueta, València', 'title': 'Piso'}",False,False,False,False,False,,
93468716,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/6b/9e/889810137.jpg,V967,31,3,1050,flat,rent,93,False,3,2,barrio La Roqueta,València,València,Extramurs,es,La Roqueta,39.4671267,-0.37885169999999996,False,https://www.idealista.com/inmueble/93468716/,465,"Referencia V967    Dispo&nible Alquila Bonito piso con reforma a estrenar en zona Estación de Nord, para entrar ya! Si por trabajo, estudio o por el placer de vivir en el centro de Valencia con todos los servicios y la movida nocturna a metros de ti, éste es tu hogar. Increíble piso orientado al este-oeste, amplio y luminoso salón comedor con cocina integrada, tres dormitorios, el principal con baño completo con plato de ducha y un segundo baño en el pasillo para dar servicio a las otras habitaciones, cuarto de lavado con termo eléctrico e instalación para lavadora. Calidades y terminaciones de primera, suelo de parque, ventanas climalit blancas, solo las de la fachada son de madera por disposición de urbanismo, preinsalación de aire acondicionado, electricidad y fontanería nuevo, bigas de madera para conservar el estilo rústico de la vivienda. Finca totalmente rehabilitada y con ascensor. La vivienda se alquila sin muebles, cocina con horno, vitrocerámica y microondas.  Transporte tren, autobuses, metro, supermercados, grandes tiendas, es que lo tienes todo. Ven a verlo, estaremos encantados de atenderte.  Imprescindible contrato de trabajo fijo, presentar nóminas, se pasará seguro de impago. NO MASCOTAS.  Gastos de comunidad incluídos en el precio   . Nota: En el precio de la vivienda no están incluidos los honorarios de agencia, gastos de compraventa y/o financiación.  Este anuncio no es vinculante, puede contener errores, se muestra a titulo informativo y no contractual. "".",False,good,False,1.0,11,{'typology': 'flat'},"{'subtitle': 'La Roqueta, València', 'title': 'Piso'}",False,False,False,False,False,,
91690232,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/ea/59/821436126.jpg,RA0011120,24,3,800,penthouse,rent,60,True,1,1,barrio El Carme,València,València,Ciutat Vella,es,El Carme,39.481362,-0.37823389999999996,False,https://www.idealista.com/inmueble/91690232/,1141,"Recasens Real Estate dispone de este soleado ático para alquilar en Ciutat Vella, cerca de las Torres de Serranos, Junto loa Jardines del rio Turia, próximo al centro de la ciudad con todos los servicios comerciales y administrativos, cerca de colegios, supermercados en centro comercial Nuevo Centro en el cual se ubica los almacenes de El corte Ingles y una gran oferta cultural en sus monumentos y Basílica Catedral de Nuestra Señora de la Virgen de los Desamparados.  La propiedad se distribuye con sus 50m2 construidos y 47m2 útiles en salón comedor con espacio para sofá cama, cocina office, una amplia habitación, un baño completo con ducha, aire acondicionado frio/calor, calefacción individual por radiador eléctrico y su practica terraza muy soleada y que da a una tranquila plaza exenta de ruidos y de paso de gente, la finca solo tiene seis vecinos transmitiendo buen ambiente vecinal, ideal para inversores, alquiler y compradores ya que también esta disponible en venta. Si desea más información no dude en contactar con nosotros, estaremos encantados de atenderle.",False,good,False,0.0,13,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'El Carme, València', 'title': 'Ático'}",False,False,False,False,False,,
89090584,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/5c/4f/918266644.jpg,W-02FM6F,1,3,1500,flat,rent,100,True,3,2,barrio El Grau,València,València,Poblats Marítims,es,El Grau,39.4608659,-0.3349295,False,https://www.idealista.com/inmueble/89090584/,3806,"Apartamento familiar cerca del mar Alquiler de corta estancia en verano para una o dos familias.  Este acogedor piso se encuentra en el pleno barrio de la Creu del Grau, a tan solo 5 minutos del Puerto y 15 minutos de la Ciudad de las Artes y Oceanográfico. Sus 100 m2 se distribuyen en un amplio y luminoso salón-comedor con acceso a un balcón, cocina. Dispone de dos baños, un baño en suite, tres dormitorios dobles que cuentan con armarios grandes y totalmente amuebladas. La vivienda es ideal para parejas, familia o para estudiantes.  1.500 Junio, 2.000 Julio/Agosto Si deseas verla, no dudes en contactar con nosotros. Estaremos encantados de atenderte. Localizado en una bonita zona con los jardines y parque cerca, se puede llegar caminando al puerto y a la playa y también se encuentra muy cerca de la Ciudad de las Artes y Ciencias.  La zona tiene una buena oferta de tiendas, restaurantes y todos los servicios necesarios para una vida cómoda en verano. Está al lado de la estación del metro Marítim-Serrería y diferentes paradas de autobuses. Tiene un gimnasio muy grande y cómodo ""Enjoy"" en 10 minutos andando.",False,good,False,0.0,15,{'typology': 'flat'},"{'subtitle': 'El Grau, València', 'title': 'Piso'}",False,False,False,False,False,,
95758939,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/2e/69/927371284.jpg,GA1156AL,23,5,650,flat,rent,83,False,3,1,Calle de Pepita,València,València,La Saïdia,es,Morvedre,39.4821864,-0.3759478,False,https://www.idealista.com/inmueble/95758939/,1235,"Ponemos a su disposicion un piso de alquiler totalmente amueblado y equipado para entrar a vivir en la zona de Saidia a escasos metros de los Jardines del Turia.  Zona muy bien comunicada con tranvia y bus.  Distribuida en tres dormitorios, (uno doble y dos sencillas), un cuarto de baño con palto de ducha, salón comedor luminoso y cocina independiente dotada de electrodomésticos. Gastos de comunidad incluidos.  Para mas información: 963471026-.",False,good,False,1.0,8,{'typology': 'flat'},"{'subtitle': 'Morvedre, València', 'title': 'Piso en Calle de Pepita'}",False,False,False,False,False,,
95735326,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/93/09/927172032.jpg,4697,31,4,650,flat,rent,74,True,2,1,Barracas,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4693848,-0.3305341,False,https://www.idealista.com/inmueble/95735326/,4013,"Se alquila piso amueblado de dos habitaciones. Se encuentra en una cuarta planta y tiene una superficie de 65ms distribuidos en saló comedor con salida a balcón, 2 habitaciones, cocina y baño.  La vivienda se encuentra en la calle Barracas, en el barrio del Cabañal con todo tipo de comercios de barrio, centro medico, entidades bancarias, colegios. a cinco minutos de la playa.",False,good,False,1.0,9,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso en Barracas'}",False,False,False,False,False,,
95098769,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/fc/f4/906188945.jpg,,32,2,650,flat,rent,50,True,1,1,Calle del Almirante Cadarso,València,València,L'Eixample,es,Gran Vía,39.465569,-0.3679614,False,https://www.idealista.com/inmueble/95098769/,1007,"Se alquila apartamento ATICO en la calle Almirante Cadarso (Ensanche) 40 m2, 1 Dormitorio, Cocina americana, 1 baño, Aire acondicionado Ventanas climalit, Carpintería en blanco, armarios empotrados en dormitorio Luz de alta, Agua incluida en precio, TERRAZA DE 20 M2 con electrodomésticos Gastos de comunidad incluidos,  1 mes de fianza, Gran oportunidad.",False,good,False,1.0,13,{'typology': 'flat'},"{'subtitle': 'Gran Vía, València', 'title': 'Piso en Calle del Almirante Cadarso'}",False,False,False,False,False,,
95728176,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/69/c4/926549887.jpg,2995,8,3,800,flat,rent,56,True,2,2,Calle de l'Hospital,València,València,Ciutat Vella,es,El Pilar,39.4691536,-0.38063739999999996,False,https://www.idealista.com/inmueble/95728176/,364,"(Sin amueblar pero con la cocina equipada con electrodomésticos) Piso en alquiler en el centro junto al MUVIM y la calle Guillem de Castro. La vivienda es exterior con mucha luz y la comunidad cuenta con piscina, gimnasio, portero y plaza de garaje donde cabe un coche y una moto todo incluido en el precio. Cuenta con dos dormitorios, dos cuartos de baño, cocina independiente completamente equipada y gran salón comedor. Aire acondicionado y calefacción por conductos. ¡Ponte en contacto con nosotros para realizar una visita! Somos una inmobiliaria diferente, especializada en el trato con las personas para dar siempre un servicio cercano, humano y personalizado. Ser diferentes es nuestra obligación. Encuentra más en funhouse. es.",False,good,False,1.0,14,{'typology': 'flat'},"{'subtitle': 'El Pilar, València', 'title': ""Piso en Calle de l'Hospital""}",False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
95726084,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/55/62/926502230.jpg,2983,9,2,750,flat,rent,51,True,1,1,Calle de Don Juan de Austria,València,València,Ciutat Vella,es,Sant Francesc,39.469397,-0.3723067,False,https://www.idealista.com/inmueble/95726084/,464,"Elegante loft reformado ubicado en la emblemática calle de Don Juan de Austria junto a la Plaza del Ayuntamiento. Está completamente amueblado con terraza muy amplia. Habitación salón con armario, cama 1, 50 con arcón y cocina todo junto. Cuarto de baño con ducha y wc. Consta de calefacción y aire acondicionado, También tiene conserje 24 horas. Posibilidad de garaje. 2ª Planta. Ascensor. Amueblado. Terraza. Calefacción. Aire acondicionado. ¡Ponte en contacto con nosotros para realizar una visita! Somos una inmobiliaria diferente, especializada en el trato con las personas para dar siempre un servicio cercano, humano y personalizado. Ser diferentes es nuestra obligación. Encuentra más en funhouse. es.",False,good,False,1.0,15,{'typology': 'flat'},"{'subtitle': 'Sant Francesc, València', 'title': 'Piso en Calle de Don Juan de Austria'}",False,False,False,False,False,,
95689662,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/a2/82/925578346.jpg,65733,6,3,650,flat,rent,50,True,1,1,"Calle de la Marina, 3",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4727237,-0.3314011,True,https://www.idealista.com/inmueble/95689662/,3938,DISPONIBLE DESDE 1 DE DICIEMBRE HASTA 1 DE JUNIO Tamaño del apartamento 45m2 Tamaño de la habitación 16 m² Tamaño del salón 12m2 Cocina-Comedor 18 El apartamento cuenta con una habitación doble e incluye baño privado dentro del mismo apartamento. Equipamiento del apartamento: • Tetera / cafetera • Ducha • TV • Secador de pelo • Nevera • Escritorio • Ventilador • Baño privado • Calefacción • Ducha • TV de pantalla plana • Suelo de baldosa / mármol • Hervidor eléctrico • Utensilios de cocina • Armario • Toallas • Ropa de cama • Mesa de comedor • Perchero.,False,good,False,0.0,13,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso en Calle de la Marina, 3'}",False,False,False,False,False,,
95648051,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/0e/ca/924294839.jpg,,9,3,600,flat,rent,46,True,1,1,Jativa,València,València,Extramurs,es,La Roqueta,39.4691466,-0.3766541,False,https://www.idealista.com/inmueble/95648051/,225,"Alquiler de Piso larga estancia amueblado en el centro de Valencia. A 2 minutos andando de la Estación del Norte y 3 minutos andando de la Plaza del Ayuntamiento. El piso consta de salón comedor con aire acondicionado y salida a un balcon. Una pequeña cocina, Una habitacion doble con cama de matrimonio, y un baño. Tiene armarios empotrados y en la finca hay portero. El contenido de este anuncio es meramente informativo y sin valor contractual, no es una memoria de calidades ya que puede contener errores. Gastos e impuestos no incluidos. CONSENTIMIENTO PARA EL TRATAMIENTO DE DATOS PERSONALES. ROCASA Asesores Inmobiliarios es el Responsable del tratamiento de los datos personales del Usuario y le informa que estos datos serán tratados de conformidad con lo dispuesto en el Reglamento (UE) 2016/679 de 27 de abril de 2016 (GDPR), por lo que se le facilita la siguiente información del tratamiento: Fin del tratamiento: mantener una relación comercial y el envío de comunicaciones y/o publicidad sobre nuestros productos y servicios. Criterios de conservación de los datos: se conservarán mientras exista un interés mutuo para mantener el fin del tratamiento y cuando ya no sea necesario para tal fin, se suprimirán con medidas de seguridad adecuadas para garantizar la seudonimización de los datos o la destrucción total de los mismos. Comunicación de los datos: No se comunicarán los datos a terceros, salvo obligación legal. Derechos que asisten al Usuario: - Derecho a retirar el consentimiento en cualquier momento. - Derecho de acceso, rectificación, portabilidad y supresión de sus datos y a la limitación u oposición a su tratamiento. - Derecho a presentar una reclamación ante la Autoridad de control (agpd. es) si considera que el tratamiento no se ajusta a la normativa vigente. Datos de contacto para ejercer sus derechos: Dirección postal: ROCASA Asesores Inmobiliarios C/ Dr. Jose Lopez Trigo, 12 Bajo. 46111 Rocafort – Valencia. Para continuar usted debe aceptar que ha leído y está conforme con la cláusula anterior, entendiendo que el envío de sus datos tanto mediante correo electrónico como mediante el formulario de contacto de esta web supone el consentimiento explícito para el tratamiento de los mismos en los términos.",False,good,False,1.0,13,{'typology': 'flat'},"{'subtitle': 'La Roqueta, València', 'title': 'Piso en Jativa'}",False,False,False,False,False,,
95600581,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/c1/54/922999688.jpg,582,43,5,700,flat,rent,64,True,2,1,barrio Mestalla,València,València,El Pla del Real,es,Mestalla,39.4701847,-0.3551098,False,https://www.idealista.com/inmueble/95600581/,1902,"APARTAMENTO DE 64 M2 MUY LUMINOSO junto a la Avenida de Aragón. Edificio de ladrillo caravista. Buenas calidades. SALÓN-COMEDOR amplio, 2 DORMITORIOS dobles (1 de ellos con armario empotrado y balcón y otro armario empotrado en el distribuidor), 1 BAÑO completo con bañera y COCINA americana a pie de Salón equipada con lavadora y nevera (se colocará vitrocerámica nueva). Aire acondicionado Frío-Calor por splitz en el dormitorio principal y salón. Edificio moderno. Se alquila sin muebles. PLAZA DE GARAJE OPCIONAL NO INCLUIDA EN EL PRECIO: 50 €.",True,good,False,1.0,11,{'typology': 'flat'},"{'subtitle': 'Mestalla, València', 'title': 'Piso'}",False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 50.0}",
95597748,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/e3/83/922935451.jpg,P1390,15,4,1000,flat,rent,95,True,2,2,Calle de l'Escultor José Capuz,València,València,Quatre Carreres,es,Mont-Olivet,39.4592476,-0.3632397,False,https://www.idealista.com/inmueble/95597748/,1785,"Esta cuarta planta en la zona de Quatre Carreres con 95 metros cuadrados, dispone de 2 dormitorios dobles con armario empotrado, un baño, salón-comedor muy amplio y luminoso y la cocina la encontramos totalmente equipada y amueblada. Vivienda con ascensor, reformada y con aire acondicionado. El piso está ubicado en una zona que dispone de supermercados, transporte público y todas las comodidades para disfrutar de la vida en Valencia. Person Inmobiliaria de persona a persona Encuentra más en.",False,good,False,1.0,11,{'typology': 'flat'},"{'subtitle': 'Mont-Olivet, València', 'title': ""Piso en Calle de l'Escultor José Capuz""}",False,False,False,False,False,,
38232477,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/44/8c/884680624.jpg,,16,7,899,penthouse,rent,90,True,2,1,"Calle de ciscar, 27",València,València,L'Eixample,es,Gran Vía,39.4659621,-0.3653994,True,https://www.idealista.com/inmueble/38232477/,1166,"ÁTICO EN ALQUILER EN ENSANCHE. En pleno corazón del Barrio de L'EIXMPLE en una de las zonas más exclusivas de VALENCIA, MEDILARIA alquila fantástica vivienda en zona privilegiada. La Vivienda consta de 85 m2, exterior, en 7ª planta. La vivienda se distribuye en: amplio salón-comedor con mucho ventanal y super luminoso, cocina amueblada e independiente, 1 dormitorios dobles, armarios empotrados, 1 dormitorio individual, 1 cuartos de baño. Calefacción. Terraza Suelos de GRES Ventanas PVC. La finca es perfecta. Vivienda cerca de comercios, restaurantes, tiendas, centros deportivos, entidades bancarias, centro de salud y colegios. Bien comunicado con transporte público; metro de Valencia, varias líneas de autobús y tranvías de la capital del Turia. Definida por muchos como el lugar para VIVIR con mayúsculas, la ciudad de Valencia ofrece una calidad de vida casi única, gracias a nuestra oferta cultural, gastronómica y comercial, así como a nuestras bonitas playas que la han posicionado como uno de los destinos turísticos más visitados de España, a poco más de una hora de Madrid en el AVE. La profunda transformación y la modernización que ha experimentado durante los últimos años la convierten en un lugar con enorme proyección que alberga interesantes contrastes. No dude y visítelo sin compromiso. Para más información no dude en ponerse en contacto con nuestro Departamento Comercial Srta. Beatriz. TLF. 607804422.  Este anuncio es a título informativo no vinculante, puede tener variaciones o erratas. MEDILARIA, empresa de servicios personalizados con experiencia de más de 20 años y conocimiento profundo del sector en VALENCIA, contamos con un equipo de profesionales para su asesoramiento personal. No dude en contactar con nosotros. TODO NUESTRO EQUIPO SIGUE TRABAJANDO PARA TÍ, PARA INFORMAR Y AYUDAR CON TU BÚSQUEDA.",True,good,False,1.0,10,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Gran Vía, València', 'title': 'Ático en Calle de ciscar, 27'}",False,False,False,False,False,,
95540304,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/72/5e/921307929.jpg,,13,2,1050,flat,rent,100,True,3,2,"Calle Marina Alta, 4",València,València,Campanar,es,Sant Pau,39.4909629,-0.4023211,True,https://www.idealista.com/inmueble/95540304/,3082,"MEDILARIA PONE A TU DISPOSICIÓN VIVIENDA EN ALQUILER VACÍA Y ESPACIOSA. En pleno corazón del Barrio de CAMPANAR en una de las zonas más exclusivas de VALENCIA, MEDILARIA alquila fantástica vivienda en zona privilegiada. La Vivienda consta de 100 m2, exterior, en 2ª planta. La vivienda se distribuye en: amplio salón-comedor con mucho ventanal y super luminoso, cocina amueblada e independiente, 3 dormitorios, armarios empotrados, 2 cuartos de baño. Calefacción. Aire acondicionado. Ventanas PVC. La finca es perfecta. Vivienda cerca de comercios, restaurantes, tiendas, centros deportivos, entidades bancarias, centro de salud y colegios. Bien comunicado con transporte público; metro de Valencia, varias líneas de autobús y tranvías de la capital del Turia. Definida por muchos como el lugar para VIVIR con mayúsculas, la ciudad de Valencia ofrece una calidad de vida casi única, gracias a nuestra oferta cultural, gastronómica y comercial, así como a nuestras bonitas playas que la han posicionado como uno de los destinos turísticos más visitados de España, a poco más de una hora de Madrid en el AVE.  No dude y visítelo sin compromiso. Para más información no dude en ponerse en contacto con nuestro Departamento Comercial Sr ALBERTO 633431085 Este anuncio es a título informativo no vinculante, puede tener variaciones o erratas. MEDILARIA, empresa de servicios personalizados con experiencia de más de 20 años y conocimiento profundo del sector en VALENCIA, contamos con un equipo de profesionales para su asesoramiento personal. No dude en contactar con nosotros. TODO NUESTRO EQUIPO SIGUE TRABAJANDO PARA TÍ, PARA INFORMAR Y AYUDAR CON TU BÚSQUEDA.",False,good,False,1.0,11,{'typology': 'flat'},"{'subtitle': 'Sant Pau, València', 'title': 'Piso en Calle Marina Alta, 4'}",False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
